strategy,trial_id,p_vol_lookback_bars,p_volume_mult,p_entry_window_start_bar,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
volume_surge,64,15,2.5,10,300,2.0,-2.0,-1.4346279759817389,-0.5734158695884726,-0.5294909147192514,0.7442522330790733,0.4912317768856962,4733,-0.5124825611754645,-2.1279390119920523,-0.8301050305466435,-0.4576943079217008,0.5827310614639832,0.4517647058823529,1700,-0.4230675178181671,,850.0,3,False,False,,False,3,False
volume_surge,65,15,6.5,20,210,2.5,-2.0,-1.4628518389585607,-0.2374118150105418,-0.3516489580266495,0.7983454773161464,0.4538956397426733,1399,-0.3051520837991546,-3.33296762255936,-0.4587424155092773,-0.24434689565206,0.5840549383909626,0.400593471810089,337,-0.224278016762521,,168.5,3,False,False,,False,3,False
volume_surge,66,25,5.5,25,60,1.5,-1.5,-1.7715921727863302,-0.210237123653786,-0.2175137034699625,0.7025320995717155,0.49002849002849,351,-0.2175137034699624,-4.4701230810707,-0.3684156441576505,-0.1239191455490961,0.4456126673778053,0.4459459459459459,74,-0.1146160638285925,,37.0,4,False,False,,False,4,False
volume_surge,67,15,2.0,5,210,2.0,-2.0,-1.3864422168950696,-0.5442878957520053,-0.5354270169323565,0.7463744687002943,0.4957691473204599,4609,-0.4951207080414578,-1.944849554578311,-1.1289349418166594,-0.5090486602619715,0.4782450375839864,0.4224188790560472,1695,-0.500815024301327,,847.5,3,False,False,,False,3,False
volume_surge,68,10,7.5,40,300,4.0,-1.0,-1.4216247018632346,-0.3676876693960285,-0.5103631495952937,0.6883342593361554,0.2084015275504637,1833,-0.4787964131473231,-2.656952186326264,-0.4250454538499493,-0.3389358183811161,0.5320752177895981,0.1954022988505747,435,-0.2939195103890532,,217.5,2,False,False,,False,2,False
volume_surge,69,5,2.5,10,120,5.0,-3.0,4.289908198784247,0.2028654883328928,-0.1519878014286788,1.2003371353999583,0.4552529182879377,1799,0.287869795681505,-2.667258436166488,-0.4023192132660115,-0.309319179957665,0.6824758566034406,0.3567415730337078,712,-0.2311490645125037,-0.6217518680055635,356.0,3,False,False,,False,3,False
volume_surge,70,15,6.5,45,120,4.0,-2.5,1.973351127486583,0.0956830800164869,-0.1716470820422383,1.1761576963361504,0.4570957095709571,606,0.1583708146336004,-3.2679891209312477,-0.3081964816334539,-0.205693974424575,0.601106762093716,0.3496503496503496,143,-0.1548072323263771,-1.6560606348316826,71.5,2,False,False,,False,2,False
volume_surge,71,5,4.0,30,60,3.5,-2.25,1.3629138567483563,0.0683782302959817,-0.1519365269132014,1.0966569595200626,0.4729064039408867,812,0.0994911129756073,-3.05604955911643,-0.3740174571655646,-0.2353587550439173,0.6090791398997383,0.3636363636363636,231,-0.1743311128368793,-2.242291061892613,115.5,3,False,False,,False,3,False
volume_surge,72,30,3.5,55,90,3.5,-1.0,-1.403612679323588,-0.2542331038038302,-0.4056279523404033,0.7151484123699743,0.2467789890981169,1009,-0.3459467392696695,-2.544522410901616,-0.9826505350453414,-0.3749448525751226,0.2634869458756837,0.1280276816608996,289,-0.3715464328577752,,144.5,2,False,False,,False,2,False
volume_surge,73,20,6.5,60,120,2.5,-2.5,0.1836620517040638,0.012040701717581,-0.1297437420517198,1.024533725478312,0.5537037037037037,540,0.0119389183041205,-2.932040817535177,-0.2724269892534884,-0.194044652473346,0.623986285463097,0.4710743801652892,121,-0.1191751270292007,-15.964325729408705,60.5,3,False,False,,False,3,False
volume_surge,74,10,5.0,5,120,3.5,-1.5,-1.1547097792515713,-0.1290162504420817,-0.2939351385343544,0.8719879540153391,0.3502694380292532,1299,-0.1885691500648787,-3.0515747505152766,-0.5607289817885467,-0.2889698105058347,0.492776331996512,0.2462462462462462,333,-0.2753147647798316,,166.5,2,False,False,,False,2,False
volume_surge,75,30,7.5,20,180,2.0,-2.75,0.0167513337271979,0.0050462019749293,-0.2164641397629176,1.0126365626767446,0.6194029850746269,804,0.0018257801885259,-3.214806743685514,-0.3885568509320403,-0.2180414488203622,0.5422118403273101,0.5314285714285715,175,-0.1664281125538453,-191.91347960943875,87.5,3,False,False,,False,3,False
