strategy,trial_id,p_rsi_period,p_oversold_threshold,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
rsi_oversold,64,17,25.0,120,2.75,-1.0,-1.3012455161593153,-0.712376239510495,-0.6786436288158797,0.5600957300942218,0.2514651038891848,1877,-0.6609670999092474,-2.041917254707761,-1.1345456580201188,-0.4830968193461856,0.3752534838805477,0.2246117084826762,837,-0.4771963659794732,,418.5,2,False,False,,False,2,False
rsi_oversold,65,15,35.0,60,3.5,-1.0,-1.2927476042664063,-0.6566934523580485,-0.6606229801706222,0.6133067892597056,0.2310137760508654,2831,-0.6208315264327751,-2.230539570185896,-1.1203941526275578,-0.4375090321916132,0.4171313610238647,0.1793587174348697,998,-0.4297444951408911,,499.0,2,False,False,,False,2,False
rsi_oversold,66,15,17.5,120,2.0,-2.75,-1.3696495828439252,-0.2251164713342691,-0.3690269998175208,0.7573544097561323,0.5881006864988558,874,-0.2987108730535127,-3.161074571368028,-0.5699643044302353,-0.2780764416046226,0.520322393543815,0.5264483627204031,397,-0.2727582009857453,,198.5,3,False,False,,False,3,False
rsi_oversold,67,9,35.0,120,2.0,-2.0,-1.346166517290658,-0.7808256135296793,-0.6346489924674416,0.6491569322274532,0.479336913378473,4283,-0.6212564632562372,-2.061366594786923,-1.171283024656978,-0.4780365094918382,0.4664257030886549,0.3928354584092289,1647,-0.4713625037542263,,823.5,3,False,False,,False,3,False
rsi_oversold,68,13,27.5,150,3.5,-2.0,-1.2924950049812869,-0.2537815716451835,-0.3691163068678529,0.842897485345589,0.3817771084337349,2656,-0.278726635885872,-2.2068851470592072,-0.8681301157155799,-0.4388324134657587,0.5075433526494346,0.2943172179813401,1179,-0.4061825493160497,,589.5,2,False,False,,False,2,False
rsi_oversold,69,21,25.0,60,1.25,-1.5,-1.4351816008647944,-0.4574898746089116,-0.4550513519595614,0.530602996790903,0.521311475409836,610,-0.4134711966066721,-3.603294399636523,-0.6697912683160043,-0.2255893030287602,0.4038360584014568,0.4626168224299065,214,-0.2233135774843638,,107.0,3,False,False,,False,3,False
rsi_oversold,70,15,15.0,60,2.25,-2.5,-0.9414715151574694,-0.0705987127496639,-0.1883069616738514,0.890320576561097,0.5673352435530086,349,-0.0936660976193748,-3.432047975820059,-0.2443986367285558,-0.1572044706039309,0.628986153689664,0.5046728971962616,107,-0.1103638266356521,,53.5,3,False,False,,False,3,False
rsi_oversold,71,15,20.0,270,3.0,-1.5,-1.3447626319284582,-0.4265726632479036,-0.5363052115104902,0.7169275906999999,0.3309535951045385,1961,-0.4746573659392769,-2.3972363468157347,-0.7409726207366437,-0.401098998542248,0.5576287707309631,0.2972972972972973,962,-0.3881472102130092,,481.0,2,False,False,,False,2,False
rsi_oversold,72,7,17.5,90,3.75,-2.5,-1.171088237437031,-0.1854733697433196,-0.3154463832266333,0.8615792818709397,0.4265984654731458,1955,-0.2073582217065149,-2.663686676617006,-0.6523976685563585,-0.3453955648481898,0.547383835161978,0.3304020100502512,796,-0.3167620136814068,,398.0,2,False,False,,False,2,False
rsi_oversold,73,7,27.5,330,3.0,-2.5,-1.3511281504704689,-0.2996677780336062,-0.3694692216842472,0.853514686062462,0.469959266802444,3928,-0.2942673086599867,-2.2129478120137334,-0.6469520537153322,-0.4343679847772373,0.633521347151704,0.3974711379879054,1819,-0.3874410216713913,,909.5,3,False,False,,False,3,False
rsi_oversold,74,19,20.0,60,2.0,-1.75,-1.1944821049053416,-0.1558374085838058,-0.2758838693509361,0.7785148592555986,0.4843304843304843,351,-0.1824807643321159,-3.8954512400702574,-0.5307577603514582,-0.1932933640057505,0.4087836086692966,0.3943661971830985,142,-0.1900991237308523,,71.0,3,False,False,,False,3,False
rsi_oversold,75,7,27.5,150,3.5,-2.25,-1.2414207394580945,-0.2636243996742345,-0.3769163927419321,0.8529653478786781,0.4101851851851852,3240,-0.2723803212131306,-2.2801211317097616,-0.7528927048230778,-0.4201656370052489,0.5630553025748207,0.3226277372262773,1370,-0.3800592194024111,,685.0,2,False,False,,False,2,False
rsi_oversold,76,9,27.5,300,2.5,-2.5,-1.330889232314792,-0.3600230632822422,-0.4222690903421854,0.8219242716159337,0.5022796352583586,3948,-0.340343815042922,-2.080284244499888,-0.790315863771916,-0.4685323229087599,0.5845914147462287,0.421291053227633,1766,-0.4255510975088271,,883.0,3,False,False,,False,3,False
rsi_oversold,77,13,20.0,120,2.5,-3.0,-0.8317421998066894,-0.0823927942161648,-0.2506565367143282,0.923216282082185,0.5582268970698723,1331,-0.1111518562952494,-2.854008090779311,-0.4281972155266291,-0.3014505083598026,0.6204631218154318,0.4957983193277311,595,-0.2568418164447685,,297.5,3,False,False,,False,3,False
rsi_oversold,78,11,27.5,240,4.0,-2.25,-1.1974184522150702,-0.2093740909119935,-0.3347024086005432,0.8735746753906466,0.3867762932511134,2919,-0.2274777801686019,-2.4437975416726365,-0.5898416784512819,-0.3792028828157697,0.6473617852907901,0.3164373642288197,1381,-0.3256749596625083,,690.5,2,False,False,,False,2,False
