strategy,trial_id,p_lookback_days,p_buffer_pct,p_entry_hhmm_min,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
breakout_52w,64,180,0.2,1470,9.589696462926812,0.1254506415578851,-0.1026367256373585,1.7842498767916646,0.5555555555555556,171,0.4124714848932218,25.76723732521445,0.1296466058883255,-0.0402988013745687,2.154809109869041,0.44,25,0.1133674463976175,2.686971107461955,12.5,4,True,False,,True,4,False
breakout_52w,65,180,0.9,1490,13.206487227770934,0.1421280163766899,-0.086455917774002,2.0184274402268576,0.5586206896551724,145,0.467911670053321,4.070502217100326,0.0431568283408564,-0.0402988013745687,1.2627633586406233,0.3809523809523809,21,0.0231689127063874,0.3082199033623999,10.5,3,True,False,,True,3,False
breakout_52w,66,90,0.8,1460,15.322698176229736,0.1539685347962147,-0.0850557356850931,2.135549216783811,0.5921052631578947,152,0.5226902678739263,5.413905342224178,0.0540210465886139,-0.0402988013745687,1.3436514453701331,0.4285714285714285,21,0.03020681046325,0.3533258490089445,10.5,3,True,False,,True,3,False
breakout_52w,67,210,0.4,1490,16.639752524909518,0.1446463369785061,-0.0713800644868713,1.9710164834457296,0.577639751552795,161,0.4837054915836229,6.665352391133272,0.0643764958831269,-0.0402988013745687,1.4127836405716347,0.4347826086956521,23,0.0365279197398062,0.4005680001042874,11.5,3,True,False,,True,3,False
breakout_52w,68,210,1.0,1480,13.921881816830346,0.146523379863533,-0.0862035131007238,2.053061845516236,0.5602836879432624,141,0.4879269614934274,4.070502217100326,0.0431568283408564,-0.0402988013745687,1.2627633586406233,0.3809523809523809,21,0.0231689127063874,0.2923816098036001,10.5,3,True,False,,True,3,False
breakout_52w,69,150,0.8,1500,14.474934420049792,0.1483141731910127,-0.0850557356850931,2.0855610121138106,0.5866666666666667,150,0.4984767359389377,5.413905342224178,0.0540210465886139,-0.0402988013745687,1.3436514453701331,0.4285714285714285,21,0.03020681046325,0.3740193347422125,10.5,3,True,False,,True,3,False
breakout_52w,70,60,0.3,1460,16.323667277528024,0.1382897218548711,-0.0715117389506123,1.9358681774203936,0.5625,176,0.4767124766430504,23.706972031694026,0.1375231663304887,-0.0506792423826612,2.1851393270921053,0.4615384615384615,26,0.1263629488929853,1.452306741410383,13.0,4,True,False,,True,4,False
breakout_52w,71,60,0.5,1430,7.60349380239976,0.126378019178056,-0.1149293595179762,1.624844697067208,0.535,200,0.3723074036796292,32.94665152631967,0.1600673779726988,-0.0438969496627552,2.304980544031172,0.4285714285714285,28,0.1444153139797859,4.333093756967525,14.0,4,True,False,,True,4,False
breakout_52w,72,180,0.8,1460,14.13232343149669,0.1466938854005016,-0.0850571915877054,2.069138106885001,0.5838926174496645,149,0.488588240808838,5.413905342224178,0.0540210465886139,-0.0402988013745687,1.3436514453701331,0.4285714285714285,21,0.03020681046325,0.3830867138349108,10.5,3,True,False,,True,3,False
breakout_52w,73,180,0.3,1430,7.724428274827936,0.1237665889861783,-0.1077881230192501,1.5931161029977283,0.5376884422110553,199,0.3569940848862252,36.9146104837659,0.1516282525093167,-0.034006519149845,2.270851522992231,0.3571428571428571,28,0.1304778440055003,4.778944042248639,14.0,4,True,False,,True,4,False
breakout_52w,74,60,1.0,1430,8.705457673027986,0.1285733113017614,-0.1177381196730474,1.7449845409104965,0.5580110497237569,181,0.4270021206925338,26.50001963687745,0.1383349605972414,-0.0447434159613412,2.222922258978817,0.375,24,0.1251440843625351,3.0440696666623444,12.0,4,True,False,,True,4,False
breakout_52w,75,90,0.1,1430,5.981425167359785,0.114500509001234,-0.1415616884281038,1.574228644990582,0.5265700483091788,207,0.3622603626847747,38.30375264664034,0.1544059661876876,-0.034006519149845,2.318629774382192,0.3571428571428571,28,0.1340171025504144,6.403783642677871,14.0,4,True,False,,True,4,False
breakout_52w,76,240,0.5,1440,6.750220226386244,0.1219031219522663,-0.119342081214768,1.6438215901205238,0.5654761904761905,168,0.3468751316488119,39.22710677083607,0.1583051659873219,-0.0339749510412827,2.447833895634305,0.3846153846153846,26,0.1362447267314548,5.811233627237737,13.0,4,True,False,,True,4,False
breakout_52w,77,180,0.3,1470,15.957192085796196,0.1406243979945959,-0.0709146213320224,1.938511144263246,0.5688622754491018,167,0.4643910375611169,26.26849989572093,0.1313645417884072,-0.0402988013745687,2.172100359674094,0.4583333333333333,24,0.1150242530062177,1.6461856042394218,12.0,4,True,False,,True,4,False
breakout_52w,78,210,0.7000000000000001,1460,13.85345527054404,0.1450470523779837,-0.0849317926578736,2.028726739294156,0.5761589403973509,151,0.4798904996377093,5.413905342224178,0.0540210465886139,-0.0402988013745687,1.3436514453701331,0.4285714285714285,21,0.03020681046325,0.3907981970198809,10.5,3,True,False,,True,3,False
breakout_52w,79,180,0.2,1500,9.589696462926812,0.1254506415578851,-0.1026367256373585,1.7842498767916646,0.5555555555555556,171,0.4124714848932218,25.76723732521445,0.1296466058883255,-0.0402988013745687,2.154809109869041,0.44,25,0.1133674463976175,2.686971107461955,12.5,4,True,False,,True,4,False
